N�;Localite;Longitude;Latitude;Prof_Tle;Debit
2045;NABOAGBANE;"00°01'2""E";"10°53'1""";;
2046;KPONG  III;"00°12'2""E";"10°58'5""";;
2047;BADORE II;"00°15'0""E";"10°52'5""";;
2048;KATANTCHIOGUE;"00°14'0""E";"10°57'3""";54,78;8
2049;DORE;"00°10'3""E";"10°52'2""";55,2;7,2
2050;LOTOGOU CENTRE;"00°01'1""E";"10°47'4""";69,45;
2051;KOMBONLOAGA;"00°11'1""E";"10°52'2""";;2,5
2052;NAMBONGA BAS;"00°15'5""E";"10°53'0""";;2,5
2053;LOCKTE;"00°03'3""E";"10°54'5""";;2,4
2054;NAMONDOUGBA;"00°08'1""E";"10°57'1""";;3,927
2055;BOULKOUGUE;"00°13'5""E";"10°49'2""";79,88;0,923
2056;TANKOMONLE;"00°18'2""E";"10°54'4""";65,35;1,2
2057;KAMBELI;"00°09'3""E";"10°57'0""";42,96;2,4
2058;DJAPKERENAAG;"00°09'1""E";"10°51'3""";43,34;4,9
